City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,fortuna,40.5982,-124.1573,59.92,69,100,0.0,US,1730763531
365,nagqu,31.5,92.0,27.41,30,100,1.86,CN,1730763606
366,egilsstadir,65.2653,-14.3948,31.91,100,21,3.44,IS,1730763607
367,san jose del guaviare,2.5729,-72.6459,72.9,96,100,2.3,CO,1730763608
368,novyy urgal,51.0736,132.5642,23.27,89,100,2.77,RU,1730763609
369,flin flon,54.7682,-101.865,37.24,75,20,6.91,CA,1730763610
370,veraval,20.9,70.3667,79.05,60,0,8.41,IN,1730763611
371,mawlaik,23.6333,94.4167,69.71,81,73,1.21,MM,1730763612
372,sao gabriel da cachoeira,-0.1303,-67.0892,78.17,78,100,2.19,BR,1730763614
373,edson,53.5835,-116.4356,33.94,69,100,4.61,CA,1730763615
374,roma,43.2128,-75.4557,53.69,64,100,5.01,US,1730763616
375,amga,60.8953,131.9608,-12.14,100,96,1.5,RU,1730763617
376,suratgarh,29.3167,73.9,74.68,25,0,6.96,IN,1730763618
377,elko,41.0002,-115.5012,45.23,45,30,8.99,US,1730763619
378,san patricio,28.017,-97.5169,82.35,79,72,22.08,US,1730763274
379,usinsk,65.9939,57.5281,23.13,93,100,16.22,RU,1730763616
380,coquimbo,-29.9533,-71.3436,60.53,74,0,12.66,CL,1730763622
381,katsuren-haebaru,26.3369,127.8719,78.82,83,20,3.44,JP,1730763577
382,akureyri,65.6835,-18.0878,39.13,93,75,2.3,IS,1730763625
383,misratah,32.3754,15.0925,69.94,69,7,6.04,LY,1730763300
384,morant bay,17.8815,-76.4093,78.66,92,100,14.36,JM,1730763627
385,malvan,16.0667,73.4667,79.02,72,53,5.64,IN,1730763628
386,east ballina,-28.8667,153.5833,80.62,64,27,5.79,AU,1730763629
387,mantua,45.1667,10.7833,50.99,98,0,3.0,IT,1730763630
388,batangafo,7.3008,18.2833,74.1,79,100,3.36,CF,1730763631
389,remire-montjoly,4.9167,-52.2667,80.64,89,75,3.44,GF,1730763632
390,murray bridge,-35.1167,139.2667,74.68,31,88,12.39,AU,1730763634
391,pionerskiy,54.9508,20.2275,39.04,68,49,11.9,RU,1730763635
392,natal,-5.795,-35.2094,79.45,78,75,13.8,BR,1730763192
393,sinop,41.7711,34.8709,41.16,71,47,6.98,TR,1730763637
394,zakharivka,47.3333,29.75,35.6,63,6,10.31,UA,1730763638
395,nema,57.5067,50.5011,18.75,91,94,0.2,RU,1730763639
396,zapala,-38.8992,-70.0544,47.68,48,89,18.68,AR,1730763643
397,laojunmiao,39.8333,97.7333,39.02,28,4,2.82,CN,1730763518
398,ad dabbah,18.05,30.95,67.78,28,0,10.69,SD,1730763645
399,ban karon,7.8477,98.2985,84.78,86,100,3.67,TH,1730763646
400,montepuez,-13.1256,38.9997,70.97,79,0,5.28,MZ,1730763647
401,la peca,-5.6111,-78.435,74.1,77,75,6.78,PE,1730763648
402,vardenis,40.1827,45.7311,37.72,71,70,16.82,AM,1730763650
403,iron river,46.0927,-88.6423,54.28,98,100,5.23,US,1730763651
404,coahuayana de hidalgo,18.7,-103.6583,80.01,82,56,3.44,MX,1730763652
405,porto novo,6.4965,2.6036,77.88,85,0,4.07,BJ,1730763153
406,kigali,-1.95,30.0588,65.68,77,40,5.75,RW,1730763654
407,vorgashor,67.5833,63.95,24.93,93,100,16.26,RU,1730763132
408,baharly,38.4362,57.4316,58.24,77,100,6.6,TM,1730763656
409,lacombe,52.4668,-113.7353,30.45,89,100,2.28,CA,1730763657
410,knysna,-34.0363,23.0471,54.21,81,98,7.7,ZA,1730763658
411,greymouth,-42.4667,171.2,52.61,97,100,5.7,NZ,1730763133
412,languyan,5.2618,120.0807,82.33,79,99,6.29,PH,1730763661
413,palikir - national government center,6.9248,158.1611,90.34,66,40,5.75,FM,1730763123
414,flying fish cove,-10.4217,105.6791,80.28,94,100,10.36,CX,1730763663
415,lodwar,3.1191,35.5973,83.68,52,90,9.37,KE,1730763664
416,el haouaria,37.05,11.0144,66.22,80,67,6.53,TN,1730763665
417,wamba,8.9333,8.6,72.12,42,18,4.25,NG,1730763666
418,yatou,37.15,122.3833,48.25,45,17,8.32,CN,1730763430
419,kalmunai,7.4167,81.8167,76.91,85,92,4.56,LK,1730763668
420,yanam,16.7333,82.2167,70.92,90,58,3.38,IN,1730763670
421,maile,-38.9466,-72.3727,57.81,86,70,2.01,CL,1730763671
422,svetlyy,54.675,20.1347,41.85,80,52,6.71,RU,1730763672
423,ta`u,-14.2336,-169.5144,82.2,78,100,12.73,AS,1730763673
424,waimea,20.0231,-155.6717,71.46,97,73,1.01,US,1730763674
425,vyazemskiy,47.5378,134.7525,27.1,65,72,8.25,RU,1730763676
426,yongbyon,39.8133,125.8042,38.61,55,58,5.12,KP,1730763677
427,apatity,67.5641,33.4031,24.73,91,38,5.86,RU,1730763679
428,zhalantun,48.0,122.7167,22.24,71,33,6.04,CN,1730763680
429,black point,-34.6187,137.8972,68.02,52,86,6.31,AU,1730763681
430,mhamid,29.82,-5.72,70.16,28,88,2.06,MA,1730763682
431,kargasok,59.0556,80.8572,28.02,75,48,20.69,RU,1730763683
432,revda,56.801,59.9303,21.79,94,96,6.38,RU,1730763684
433,ishikawa,26.4233,127.8214,77.74,83,20,3.44,JP,1730763685
434,greenwood,34.1668,-82.1165,66.79,63,75,6.91,US,1730763687
435,kupang,-10.1667,123.5833,88.38,70,20,9.22,ID,1730763688
436,moron,-34.6534,-58.6198,64.09,91,20,11.01,AR,1730763689
437,menongue,-14.6585,17.691,63.73,83,87,3.02,AO,1730763691
438,krizevci,46.0219,16.5425,40.6,69,1,3.6,HR,1730763692
439,villa gesell,-37.2639,-56.973,59.5,67,58,10.27,AR,1730763693
440,colonia,50.9333,6.95,47.12,81,0,3.44,DE,1730763607
441,kazanskoye,55.6448,69.235,28.22,69,20,15.55,RU,1730763695
442,iranshahr,27.2025,60.6848,75.31,22,0,0.92,IR,1730763697
443,nantucket,41.2835,-70.0995,51.91,66,0,11.5,US,1730763402
444,al majaridah,19.1236,41.9111,78.24,83,18,1.59,SA,1730763699
445,manokwari,-0.8667,134.0833,81.0,75,98,9.93,ID,1730763700
446,as sulayyil,20.4607,45.5779,71.37,39,0,4.97,SA,1730763701
447,loncoche,-39.3667,-72.6333,46.6,90,76,1.74,CL,1730763702
448,buka,40.8108,69.1986,59.09,67,100,1.59,UZ,1730763703
449,eydhafushi,5.1033,73.0708,80.08,78,100,9.66,MV,1730763704
450,dungarvan,52.0881,-7.6253,53.1,98,98,8.99,IE,1730763706
451,savanna-la-mar,18.219,-78.1332,78.49,89,89,6.85,JM,1730763707
452,quellon,-43.1167,-73.6167,49.08,82,98,7.09,CL,1730763708
453,yeppoon,-23.1333,150.7333,77.14,60,1,11.12,AU,1730763709
454,novo aripuana,-5.1206,-60.3797,78.75,71,94,1.74,BR,1730763710
455,yankton,42.8711,-97.3973,49.12,87,0,6.91,US,1730763711
456,nikolayevsk-on-amure,53.1406,140.73,24.1,85,100,3.31,RU,1730763712
457,khandyga,62.6667,135.6,-10.57,96,68,1.23,RU,1730763713
458,masterton,-40.9597,175.6575,65.48,64,59,10.09,NZ,1730763714
459,kavieng,-2.5744,150.7967,83.17,70,100,3.04,PG,1730763716
460,aydarken,39.9443,71.3429,47.95,56,100,6.4,KG,1730763717
461,pangody,65.85,74.4859,20.44,93,100,17.07,RU,1730763718
462,cabo san lucas,22.8909,-109.9124,78.76,47,0,10.36,MX,1730763460
463,boa vista,2.8197,-60.6733,91.38,52,40,9.22,BR,1730763720
464,grande prairie,55.1667,-118.8027,32.18,100,100,5.75,CA,1730763664
465,atherton,53.5237,-2.4935,50.29,85,100,1.99,GB,1730763722
466,dunkwa,5.9656,-1.78,75.25,94,98,1.92,GH,1730763723
467,whangarei,-35.7317,174.3239,70.45,32,2,1.07,NZ,1730763724
468,tayu,-6.5397,111.0518,82.38,72,90,5.97,ID,1730763726
469,al kharijah,25.4514,30.5464,65.12,56,0,6.15,EG,1730763727
470,luanda,-8.8368,13.2343,78.8,78,75,9.22,AO,1730763595
471,wukari,7.85,9.7833,74.17,44,98,4.09,NG,1730763729
472,koulamoutou,-1.1303,12.4736,71.82,98,100,0.47,GA,1730763730
473,chos malal,-37.3781,-70.2709,57.07,31,7,8.19,AR,1730763451
474,contramaestre,20.2978,-76.2414,75.24,90,87,6.78,CU,1730763734
475,petauke,-14.2426,31.3253,72.37,51,46,3.78,ZM,1730763735
476,dhidhdhoo,6.8833,73.1,82.18,71,100,4.14,MV,1730763736
477,nizhneangarsk,55.7833,109.55,13.39,93,28,2.28,RU,1730763737
478,ostersund,63.1792,14.6357,46.62,89,100,14.97,SE,1730763738
479,narimanov,46.6927,47.8498,42.15,71,94,23.49,RU,1730763739
480,sabang,5.8933,95.3214,81.88,76,100,14.43,ID,1730763740
481,kutum,14.2,24.6667,66.27,32,39,8.12,SD,1730763741
482,mogadishu,2.0371,45.3438,77.2,88,76,6.42,SO,1730763743
483,kavaratti,10.5669,72.642,81.05,76,49,6.35,IN,1730763744
484,petukhovo,55.0692,67.9019,27.57,66,8,13.42,RU,1730763745
485,altamira,-3.2033,-52.2064,83.64,57,100,2.17,BR,1730763746
486,mana,5.6592,-53.7767,80.76,79,89,13.24,GF,1730763747
487,leh,34.1667,77.5833,28.38,41,0,4.97,IN,1730763748
488,vegreville,53.5001,-112.0518,41.54,46,89,6.91,CA,1730763630
489,necochea,-38.5473,-58.7368,55.62,48,0,4.23,AR,1730763750
490,qingnian,36.8456,115.7117,44.71,38,50,1.81,CN,1730763752
491,pamanukan,-6.2842,107.8106,81.28,74,99,2.3,ID,1730763753
492,key west,24.5557,-81.7826,82.4,78,0,16.11,US,1730763754
493,san luis de since,9.2439,-75.1468,74.84,93,91,9.04,CO,1730763755
494,banda aceh,5.5577,95.3222,80.28,75,91,9.57,ID,1730763756
495,farasan,16.7022,42.1183,85.86,62,1,4.76,SA,1730763757
496,bollnas,61.3482,16.3946,37.81,90,51,4.59,SE,1730763758
497,whistler,50.1164,-122.9695,37.78,96,97,5.53,CA,1730763760
498,yabelo,4.8833,38.0833,62.02,79,100,6.06,ET,1730763761
499,piet retief,-27.0071,30.8132,59.38,83,74,3.89,ZA,1730763762
500,puerto quijarro,-17.7833,-57.7667,81.27,67,50,1.99,BO,1730763763
501,saynshand,44.8824,110.1163,26.85,39,2,5.08,MN,1730763764
502,namibe,-15.1961,12.1522,67.78,79,53,10.13,AO,1730763765
503,kargil,34.5667,76.1,30.34,55,0,3.42,IN,1730763766
504,san pedro pochutla,15.7333,-96.4667,85.71,88,69,7.25,MX,1730763767
505,mahina,-17.5065,-149.489,83.97,79,40,12.66,PF,1730763769
506,bear,39.6293,-75.6583,56.05,70,0,6.91,US,1730763770
507,mournies,35.4764,24.0092,54.0,82,20,0.0,GR,1730763771
508,roswell,34.0232,-84.3616,60.67,88,100,4.61,US,1730763772
509,kenora,49.8167,-94.4337,41.97,93,100,9.22,CA,1730763773
510,basoko,1.2391,23.616,70.05,93,94,1.66,CD,1730763774
511,nadvoitsy,63.8667,34.3167,26.65,83,15,11.07,RU,1730763775
512,smithers,54.7804,-127.1743,35.92,93,75,3.44,CA,1730763777
513,vila franca do campo,37.7167,-25.4333,70.21,99,89,14.41,PT,1730763778
514,san mariano,7.5,126.0,78.3,83,93,1.05,PH,1730763779
515,acapulco de juarez,16.8634,-99.8901,85.82,74,75,9.22,MX,1730763780
516,crescent city,41.756,-124.2018,56.48,85,100,0.0,US,1730763575
517,kudahuvadhoo,2.6708,72.8944,83.07,69,74,12.48,MV,1730763782
518,goalpara,26.1667,90.6167,69.55,86,66,4.34,IN,1730763786
519,sitka,57.0531,-135.33,44.49,70,100,8.05,US,1730763787
520,nyurba,63.2842,118.3319,-13.4,100,74,3.49,RU,1730763788
521,mugeni,46.25,25.2167,32.23,71,20,3.33,RO,1730763789
522,san luis de la loma,17.2706,-100.8939,80.47,83,27,5.21,MX,1730763790
523,bel ombre,-4.6167,55.4167,78.64,83,20,0.0,SC,1730763792
524,laguna,38.421,-121.4238,72.01,32,0,9.22,US,1730763793
525,panjakent,39.4952,67.6093,61.7,60,100,4.99,TJ,1730763794
526,mount hagen,-5.8581,144.2274,61.56,94,100,11.5,PG,1730763795
527,vilyuysk,63.7553,121.6247,-12.32,100,90,3.0,RU,1730763796
528,fuding,27.3273,120.214,66.4,78,96,2.95,CN,1730763797
529,port saint john's,-31.6229,29.5448,54.95,91,100,5.93,ZA,1730763798
530,hoi an,15.8794,108.335,75.16,88,100,14.79,VN,1730763799
531,pine bluff,34.2284,-92.0032,82.33,58,0,20.71,US,1730763801
532,sultanah,24.4926,39.5857,75.65,33,0,2.3,SA,1730763802
533,baruun-urt,46.6806,113.2792,15.22,74,3,1.88,MN,1730763803
534,nacozari de garcia,30.3742,-109.6908,54.39,23,0,3.71,MX,1730763804
535,teguise,29.0605,-13.564,64.62,83,20,13.8,ES,1730763805
536,dwarka,22.2394,68.9678,81.23,62,0,7.2,IN,1730763806
537,sainte-suzanne,-20.9061,55.6089,73.58,78,100,5.75,RE,1730763807
538,faaborg,55.0951,10.2423,51.93,76,100,4.79,DK,1730763809
539,neryungri,56.6709,124.6491,4.12,95,98,4.65,RU,1730763810
540,lalganj,25.8667,85.1833,71.33,68,17,6.2,IN,1730763811
541,san juan bautista,-14.0108,-75.7358,69.53,69,3,7.43,PE,1730763813
542,rio verde de mato grosso,-18.9181,-54.8442,77.79,78,59,3.51,BR,1730763814
543,ocean city,39.2776,-74.5746,55.06,88,100,3.94,US,1730763815
544,kostanay,53.1667,63.5833,25.09,86,0,8.95,KZ,1730763817
545,puerto aysen,-45.4,-72.7,42.03,100,100,5.59,CL,1730763818
546,zalari,53.5584,102.5065,22.62,72,76,5.39,RU,1730763819
547,atar,20.5169,-13.0499,81.99,16,3,4.07,MR,1730763820
548,hobyo,5.3505,48.5268,79.27,80,43,7.76,SO,1730763821
549,petrolina,-9.3986,-40.5008,87.85,33,0,6.91,BR,1730763822
550,abra pampa,-22.7205,-65.697,59.32,51,0,17.0,AR,1730763823
551,katsuura,35.1333,140.3,65.53,75,82,10.58,JP,1730763825
552,dan khun thot,15.2085,101.7714,71.47,85,55,11.07,TH,1730763826
553,nadym,65.5333,72.5167,20.43,91,99,13.49,RU,1730763828
554,westport,41.1415,-73.3579,55.17,78,100,8.05,US,1730763829
555,sturgeon bay,44.8342,-87.377,59.36,94,40,8.05,US,1730763730
556,orono,44.8831,-68.672,42.51,74,100,1.01,US,1730763831
557,biltine,14.5333,20.9167,75.15,27,1,7.09,TD,1730763833
558,tirumullaivasal,11.2333,79.8333,75.76,77,80,6.91,IN,1730763834
559,naze,28.3667,129.4833,74.32,66,80,13.33,JP,1730763835
560,nadi,-17.8,177.4167,86.0,58,40,10.36,FJ,1730763837
561,wad az zaki,14.4619,32.2065,77.11,19,5,15.23,SD,1730763838
562,bawku,11.0616,-0.2417,75.87,26,2,7.81,GH,1730763839
563,purranque,-40.9167,-73.1667,51.28,71,78,5.68,CL,1730763840
564,lata,40.1629,-8.3327,58.71,94,94,5.57,PT,1730763639
565,dunay,42.8803,132.3375,37.56,46,0,10.89,RU,1730763843
566,raposa,-6.5167,-44.1833,83.71,33,85,1.54,BR,1730763844
567,aldinga beach,-35.2793,138.4604,73.08,43,100,8.28,AU,1730763845
568,kharp,66.8014,65.8081,25.2,94,87,14.94,RU,1730763846
569,phibun mangsahan,15.2447,105.2291,73.83,89,77,4.36,TH,1730763847
570,lazaro cardenas,17.9583,-102.2,81.14,78,4,5.41,MX,1730763848
571,ghanzi,-21.5667,21.7833,73.29,16,82,16.44,BW,1730763849
572,roslavl',53.9528,32.8639,30.52,88,68,9.15,RU,1730763851
